TOWN,PCODE
"MOUNTAIN GREEN VILLAGE,",7785
"MOUNTAIN GREEN, Retreat",7785
"MOUNTAIN RISE, Pietermarizburg",3201
MOUNTAIN VIEW Boxes,0107
"MOUNTAIN VIEW Est/Lgd, Milnerton",7441
"MOUNTAIN VIEW VILLAGE, Retreat",7945
"MOUNTAIN VIEW, Johannesburg",2192
"MOUNTAIN VIEW, Matataiele",4730
"MOUNTAIN VIEW, Middelburg",1050
"MOUNTAIN VIEW, Paarl",7646
"MOUNTAIN VIEW, Pretoria",0082
"MOUNTAIN VIEW, Uitenhage/ Kariega",6230
"MOUNTVIEW, Milnerton",7441
"MOUTH VIEW, Pietermaritzburg",3201
MOWBRAY,7700
MOWBRAY Boxes,7705
"MOWBRAY, Rondebosch",7700
MOYAMKHULU,2519
MOZAMBIQUE - Maputo,Z003
MOZAMBIQUE - Other Areas,Z300
"MOZODO, Meadowlands",1852
MPHAHLELE,0736
"MPHANAMA, Mpilo",1069
MPHATLALATSANE,1769
MPHOGODIBA,0732
MPILO,1069
MPOLWENI,3430
MPOPHOMENI,3291
MPUDULLE,1057
MPULUZI (Thursday Only),2335
"MPUNZI DRIFT (Monday,Wednesday & Friday)",4261
MQANDULI (Monday Only),5080
"MSHENGUVILLE, Meadowlands",1852
MSHOLOZI,1240
MSINDO,0456
MSOGWABA (Tuesday & Thursday Only),1215
"MT FARM,Tshipise ( Tues & Thurs Only)",0901
MTAMVUNA,4683
MTHAMBOTHINI,0462
MTHATHA (UMTATA),5100
MTUBATUBA,3935
MTUNZINI,3867
MTWALUME,4186
"MUCKLENEUK, Pretoria",0002
MUDEN,3501
"MUDIMELI, MAKHADO",0920
MUDZEDZI/MUNZHEDZI ( Teus & Thurs Only),0948
MUGENA (On Request),1366
MUHLAVA,0876
MUIZENBERG Boxes,7950
MUIZENBERG Streets,7945
"MUKULA, Thohoyandou",0978
"MULBARTON Ext/Uit 1 - 4,",2059
"MULBARTON SOUTH, Glenvista",2059
"MULBARTON, Glenvista",2059
"MULBARTON-SUID, Glenvista",2059
MULDERSDRIF,1747
MULDERSDRIF,1747
MULDERSVLEI,7606
MULEDANE,0951
MULODI,0970
MUNNIK,0703
"MUNSIEVILLE, Krugersdorp",1739
MUNSTER,4278
MURCHISON,4250
"MURDOCH VALLEY, Simonstown",7995
"MURRAYFIELD & Ext/Uit 1,",0184
MURRAYSBURG (Tuesdays & Fridays),6995
MUSGRAVE,4001
"MUSGRAVE ROAD, DURBAN",4062
"MUSGRAVEWEG, DURBAN",4062
"MUSHWELLDALE, Boksburg",1459
MUSINA (MESSINA),0900
MUTALE (Mondays Only),0956
MUTHATHI,0976
"MUTUAL/STA, Maitland",7405
MUZIMUHLE Boxes,2627
"MUZIMUHLE, Orkney",2620
"MVUNTSHINI, Margate",4275
MVUNYANA,3120
MYANMAR BURMA,Z009
"MYBURGH PARK, Langebaan",7357
"MYEZE, Mthatha",5100
"MYNGENOEGEN, Polokwane",0699
MZAMOMHLE Boxes,5522
"MZAMOMHLE, Burgersdorp",5520
"MZINGIZI, Cedarville (Monday,Wednesday & Friday)",4720
MZINI,1768
"MZINTI (Monday, Wednesday & Friday Only)",1352
McGREGOR (Tuesday's & Thursday Only),6708
"McNAMEE VILLAGE, Port Elizabeth",6200
"McNAUGHTON, Uitenhage",6241
"N11 ROAD FARM, Groblersdal",0470
NAAS (Special Trip) (Wednesday & Friday Only),1379
"NAAUWPOORT, Witbank/Emalahleni",1035
NABABEEP,8265
NABOOMSPRUIT (MOOKGOPONG),0560
NAGINA,3604
NAGLEWOOD,4063
"NAHOON DAM, East London",5201
"NAHOON VALLEY PARK, East London",5241
"NAHOON VALLEY, East London",5241
"NAHOON, East London",5210
"NAHOON, East London",5241
"NALEDI & Ext/Uit, kwaXuma",1868
NALEDI - Soweto,1861
"NALEDI, Sasolburg",1947
"NAMAKGALE (Mon, Wed & Fri Only)",1391
NAMIBIA - Other Areas,Z200
NAMIBIA - Windhoek,Z002
"NANAGA, Gqeberha (Tuesday's & Friday's Only",6185
"NANCEFIELD HOSTEL, Pimville",1808
NANCEFIELD INDUSTRIAL SIT,1812
"NANCEFIELD, Kliptown",1812
"NANCEFIELD, MUSINA LIMPOPO",0900
NAPIER,7270
"NAPIERVILLE, Pietermaritzburg",3201
"NARUNA Est/Lgd, Southfield",7800
"NASHVILLE, Pimville",1808
NATALSPRUIT,1449
"NATURENA,",2064
"NATURES VALLEY, George",6600
"NATURES VALLEY, Somerset west",7130
"NAUDEVILLE, Welkom",9459
"NAVALSIG, Bloemfontein",9301
"NAVORSDORP, Pretoria",0184
"NAZARETH, Middelburg",1050
"NAZARETH, Pinetown",3600
"NCAMBEDLANA, Mthatha",5100
NCANARA,6180
"NCANDU PARK, Newcastle",2940
"NCERA, East London",5201
"NCOME, Vryheid ( Monday and Wednesday )",3100
NDABAKAZI,4962
"NDABENI, Maitland",7405
"NDEVANA, Kingwilliams/ Qonce",5600
"NDLOVUMZI NATURE RESERVE, Hoedspruit",1380
NDULINDE,3803
NDUMU ( Wednesday Only),3965
NDUNDULU,3817
NDWEDWE,4342
NEANDERTAL,0714
"NEAVE Tsp/Dgd, Port Elizabeth",6020
NEBO,1059
"NEDERBERG, Kuilsriver",7580
NEDERBURG Boxes,7627
"NEDERBURG, Paarl",7646
"NEDERLANDPARK, Ermelo",2350
"NEHINA Est/Lgd, Plumstead",7800
NEILERSDRIF  (Thursday Only),8862
"NELINDIA, Nelspruit",1201
"NELLMAPIUS, Pretoria",0122
"NELSPOORT (Monday, Wednesday & Friday)",6973
NELSPRUIT (MBOMBELA),1200
"NELSVILLE, Nelspruit/ Mbombela",1200
NEPAL - Kathmandu,Z009
"NERINA, Durbanville",7550
"NERISSA Est/Lgd, Lansdown",7780
"NERISSA, Rondebosch",7780
"NESERHOF, Klerksdorp",2570
NETHERBY,4550
NETHERLANDS - Amsterdam,Z005
NETHERLANDS - Other Areas,Z005
NETHERLANDS - Rotterdam,Z005
"NETREG, Bontheuwel",7764
"NEW BATAVIA, Rondebosch",7700
NEW BRIGHTON,6200
"NEW BRIGHTON VILLAGE,",6205
"NEW BRIGHTON, De Aar",7000
"NEW BRIGHTON, Johannesburg",2196
"NEW BRIGHTON, Somerset East",5850
NEW CALEDONIA,Z009
NEW CALEDONIA - Noumea,Z009
"NEW CANADA, Johannesburg",2093
"NEW CENTRE, Johannesburg",2001
"NEW CLYDESDALE, Van Dyksd",2245
"NEW CROSS ROADS, Guguletu",7755
"NEW DAWN PARK, Durban",4051
"NEW DOORNFONTEIN, Johannesburg",2094
"NEW EAST END, Bloemfontein",9300
"NEW ERA, Springs",1559
NEW GERMANY Boxes,3620
NEW GERMANY Streets,3610
NEW HANOVER,3440
"NEW HOLMES, Pietermaritzburg",3201
"NEW INDUSTRIAL AREA, Tzaneen",0850
"NEW INDUSTRIAL, Polokwane",0699
"NEW LOCATION, Brandfortein",9400
"NEW LOCATION, Randfontein",1760
"NEW MACASSAR VILLAGE,",7130
NEW MACHAVIE,2529
"NEW MODDER, Benoni",1501
"NEW MUCKLENEUK, Pretoria",0181
"NEW ORLEANS, Paarl",7646
"NEW PARK, Kimberley",8301
"NEW REDRUTH, Alberton",1449
"NEW REST, Queenstown/ Komani",5320
"NEW STATE AREAS, Springs",1559
"NEW TAFELSIG, Mitchells Plain",7785
"NEW Tsp/Dgd, Kimberley",8301
"NEW WOODLANDS, Mitchells Plain",7785
NEW ZEALAND - Auckland,Z007
NEW ZEALAND - Other Areas,Z007
"NEWARK, Darnall",4480
NEWCASTLE,2940
NEWCASTLE Boxes,2940
NEWCLARE Boxes,2112
"NEWCLARE, Johannesburg",2093
"NEWFIELDS, Athlone",7764
NEWLANDS (Cape Town) Stre,7700
NEWLANDS Cape Town,7725
"NEWLANDS EAST, Durban",4051
"NEWLANDS WEST, Durban",4051
"NEWLANDS, Beaufort West (Mon, Wed, Fri)",6970
"NEWLANDS, Durban North",4051
"NEWLANDS, Johannesburg",2092
"NEWLANDS, Pretoria",0081
"NEWLANDS-OOS, Durban",4051
"NEWLANDS-WES, Durban",4051
"NEWMARKET PARK, Alberton",1449
"NEWMARKET, Alberton",1449
"NEWTON KLOOF, Wellington",7655
NEWTON PARK,6045
NEWTON PARK Boxes,6055
"NEWTON PARK, Port Elizabeth",6045
"NEWTON, Kimberley",8301
NEWTOWN Boxes,2113
"NEWTOWN, Durban",4051
"NEWTOWN, Durbanville",7550
"NEWTOWN, Fort Beaufort",5720
"NEWTOWN, Inanda (Ntl)",4310
"NEWTOWN, Johannesburg",2001
"NEWTOWN, Wellington",7655
NEWVILLE,2114
"NGANGELIZWE, Mthatha",5100
NGCOBO (ENGCOBO),5050
NGODWANA ( Wednesday Only),1209
NGODWANA (Wednesday Only),1209
NGOME,3111
NGQAMAKWE ( Wednesday & Friday Only),4990
NGQELENI ( Tuesday Only),5180
"NGQELENI, East London",5201
"NGQELENI, Port Elizabeth/ Gqeberha",5140
NGULA,3378
NGWAABE,1058
NGWEDING (Wednesday's Only),0399
"NGWELEZANE, Empangeni",3880
NHLAZATSHE,3116
NICARAGUA - Managua,Z009
NICARAGUA - Other Areas,Z009
"NICOMAR, Pretoria",0082
NIEKERKSHOOP   (Special Only),8930
NIETGEDACHT,2189
NIETVERDIEND,2874
NIEU-BETHESDA (Wednesday Only),6286
NIEUVELD,6976
"NIEUW MAASTRICHT, Cape Town",7550
"NIEUW MUCKLENEUK, Pretoria",0181
NIEUWOUDTVILLE,8180
NIGEL,1490
NIGER - Niamey,Z008
NIGER - Other Areas,Z008
NIGERIA - Lagos,Z007
NIGERIA - Other Areas,Z007
"NIMRODPARK, Kempton Park",1619
"NINAPARK, Pretoria",0156
"NIRVANA Est, Constantia",7800
"NIRVANA, Pietersburg",0699
"NISSANVILLE, Ladismith (Mon, Wed & Friday only)",6655
NJAKANJAKA,0943
NKAMBAKO (Tuesdays & Thursdays Only),0883
NKANDE (Tuesday & Thursday),3024
NKANDLA,3855
"NKANGALA, Middelburg",1050
"NKOLOKOTHO, Mtubatuba",3935
NKOMAZI,1279
"NKOWANKOWA (Mon,Wed,Fri Only)",0870
NKURI (Tuesday Only),0858
NKUZANA,0920
NKWALINI,3816
NKWE,0616
"NKWENKWEZI, Port Alfred",6170
NMMU SUMMERSTRAND,6031
NOBEL,1655
"NOBEL PARK, Bellville",7530
NOENIEPUT (Special Trip),8813
"NOKANENG, Steelpoort",1133
"NOLDICK, Meyerton",1960
NOLL,6462
"NOMPUMELELO, East London",5241
NONDWENI,3137
NONGOMA,3950
NONZWAKAZI Boxes,7002
"NONZWAKAZI, De Aar",7000
"NOODHULP, Bela-Bela ( WARMBATHS)",0480
NOODSBERG,3236
NOOITGEDACHT DAM NATURE RESERVE (Wednesday's Only),1185
"NOOITGEDACHT, Cape Town",7490
"NOOITGEDACHT, Johannesburg",2125
NOORDBRUG Boxes,2522
"NOORDBRUG, Potchefstroom",2520
"NOORDEINDE, Port Elizabeth, Boxes",6056
"NOORDEINDE, Port Elizabeth/ Gqeberha",6001
NOORDER-PAARL Boxes,7623
NOORDER-PAARL Streets,7646
"NOORDGESIG, Orlando",1804
"NOORDHANG, Jukskeipark",2153
"NOORDHEUWEL & Ext/Uit 2,",1739
"NOORDHEUWEL, Alexandria",6185
"NOORDHOEK Cape Town,  Box",7985
"NOORDHOEK, Bloemfontein",9301
"NOORDHOEK, Fish Hoek",7975
"NOORDHOEK, Kroonstad",9499
"NOORDHOEK, Velddrif",7370
NOORDKAAP,1304
"NOORDSIG, EMPANGENI",3880
"NOORDSTAD, Bloemfontein",9301
"NOORDWYK Ext/Uit 1 & 16,",1687
"NOORDWYK, Halfway House",1687
"NOORSEKLOOF, Jeffreys Bay",6330
"NORFOLK PARK, Tokai",7945
NORKEM PARK & Ext/Uit 1 -,1619
NORKEM PARK Boxes,1631
NORMANDIEN ( Wednesday Only),2940
"NORSCOT, Four Ways",2055
"NORTH BANK, East London",5201
"NORTH BEACH, Durban",4001
"NORTH END, East London",5201
"NORTH END, Port Elizabeth, Boxes",6056
"NORTH END, Port Elizabeth/ Gqeberha",6001
"NORTH GATE Est/Lgd, Parow",7500
"NORTH PINE, Brackenfell",7560
NORTH RIDING,2194
NORTH RIDING Boxes,2162
"NORTH RIDING, Randburg",2194
"NORTH SHORE Est/Lgd, Hout Bay",7800
NORTH WEST,2780
NORTH WEST SUBMISSIONS,2745
NORTH YEMEN - Sana,Z000
NORTHAM,0360
NORTHCLIFF,2196
NORTHCLIFF Boxes,2115
NORTHCLIFF Ext/Uit 19 & 2,2196
"NORTHCLIFF VIEW, Johannesburg",2195
"NORTHCLIFF, Hermanus",7200
"NORTHCROFT, Durban",4051
"NORTHDALE, Pietermaritzburg",3201
NORTHDENE Boxes,4064
"NORTHDENE PARK Est/Lgd,",4093
"NORTHDENE, Brakpan",1540
"NORTHDENE, Queensburgh",4093
"NORTHDENE, Vanderbijlpark",1911
"NORTHERN ACRES, Johannesburg",2196
NORTHERN DRAKENSBERG (Special Trip),3350
"NORTHERN IRELAND, Belfast",Z000
"NORTHERN IRELAND, Other Areas",Z000
"NORTHERN PARK, Pietermaritzburg",3201
NORTHGATE,2162
"NORTHHILL, Benoni",1501
NORTHLANDS (Tvl),2116
"NORTHLANDS, Durban",4051
"NORTHLANDS, Johannesburg",2196
NORTHMEAD & Ext/Uit 3 & 4,1501
"NORTHMEAD, BENONI Boxes",1511
NORTHRIDING BT GAMES,A024
"NORTHRIDING, JNB BT GAMES",A025
"NORTHRIDING, Randburg",2194
"NORTHVIEW, Johannesburg",2192
"NORTHVIEW, Kimberley",8301
"NORTHVILLA, Benoni",1501
NORTHWAY Boxes,4065
"NORTHWAY, Durban",4051
"NORTHWOLD, Randburg",2188
"NORTON SlHs/Khw, Germiston",1401
NORVALSPONT,5981
NORWAY - Oslo,Z006
NORWAY - Other Areas,Z006
NORWOOD Boxes,2117
"NORWOOD Est/Lgd, Elsiesriver",7490
"NORWOOD, Johannesburg",2192
"NORWOOD, Mthatha",5100
NOTTINGHAM ROAD,3280
NOTTINGHAMWEG,3280
NOUPOORT,5950
NOUPOORT,5950
"NOYCEDALE, Nigel",1490
NQABENI,4682
NQAMAKWE ( Wednesday & Friday Only),4990
NQANQARHU (MACLEAR),5480
"NQAPHEZULU, Qunu",5101
NQUTU ( Tuesdays & Thursdays),3135
NQWEBA ( KIRKWOOD),6120
NSELENI,3882
NSINGWENI,3806
NTABANKULU (Special Trip)(Tuesday & Thursday),5130
NTABAYENGWE,3968
NTABEBOMVU (Tuesday & Thursday),3008
NTABOZUKO (BERLIN),5660
NTLAFATSONG,9476
"NTLANZAME, Tshiawelo",1818
NTLAZA,5114
NTOKOZWENI,4066
NTSHILINI ( Once a week freight dependent not Frid,5100
NTSIMA,0711
NTUMENI,3830
NTUNJAMBILI,3560
"NTUZUMA, kwaMashu",4360
NUCAM,2355
"NUFFIELD, Springs",1559
NUWE-SMITSDORP,0706
"NUWEDORP, Darling",7345
"NUWEDORP, Springs",1559
"NUWEDORPSGEBIED, Kimberley",8301
"NUWELAND ,Cape Town, Boxes",7725
"NUWELAND, Cape Town, streets",7700
NUWERUS,8201
NWAMANKENA,0915
NWAMANUNGU,0932
NWAMITWA (Tues & Thurs Only),0871
NXUBA (CRADOCK),5880
"NYALA PARK, Empangeni",3880
NYANGA,7755
"NYANGA EAST, Nyanga",7755
"NYANGA-OOS, Nyanga",7755
NYANYADU,3004
"NYLPARK, Potgietersrus",0600
NYLSTROOM (MODIMOLLE),0510
NYONI,3802
"NZALABANTU, Richards Bay",3900
"NZHELELE (Mon,Wed,Fri Only)",0992
"O'KENNEDYVILLE, Bellville",7530
O'KIEP (Special Trip),8270
"OAK GLEN, Bellville",7530
"OAK PARK, Pietermaritzburg",3201
"OAK VIEW, Pietermaritzburg",3201
OAKDALE Boxes,7534
"OAKDALE Est/Lgd, Bellville",7530
"OAKDALE, Bellville",7530
"OAKDENE, Johannesburg",2190
"OAKDENE, Kuilsriver",7580
"OAKLANDS, Johannesburg",2192
"OAKLANDS, Krugersdorp",1739
"OAKLANDS, Rondebosch",7700
"OAKLANDS, Verulam",4340
"OAKLY, Plumstead",7800
"OAKRIDGE Ext/Uit, Plumstead",7800
"OAKTREE AH, Krugersdorp",1739
"OATLANDS SlHs/Khw, Krugersdorp",1739
"OATLANDS, Grahamstown/ Makhanda",6140
OBERHOLZER Boxes,2502
"OBERHOLZER, Carletonville",2500
"OBSERVATION HILL, Ladysmith",3370
OBSERVATORY Cape Town,7935
"OBSERVATORY, Cape Town",7925
"OBSERVATORY, Johannesburg",2198
"OCEAN VIEW, Durban",4052
"OCEAN VIEW, East London",5247
"OCEAN VIEW, Fish Hoek",7975
ODENDAALSRUS,9480
ODENDAALSRUS (Serviced out of BFN),9480
ODIN PARK,1825
"OERDERPARK, Randburg",2194
"OEWERSIG, Potchefstroom",2531
"OFCOLACO (Mon,Wed,Fri Only)",0854
OGIES,2230
OHRIGSTAD (Thursday Only),1122
"OKAVANGO PARK, Brackenfell",7560
OKIEP (Special Trip),8270
"OLD EAST END, Bloemfontein",9300
OLD OAK,7537
"OLD PAYNE, Mthatha",5100
"OLIEVENHOUTBOSCH, Pretoria",0187
OLIFANTPARK,6109
OLIFANTSFONTEIN,1665
OLIFANTSHOEK (Monday & Wednesday),8450
"OLIFANTSKOP, Langebaan",7357
"OLIFANTSNEK, Rustenburg",0299
"OLIVANNA, Krugersdorp",1739
"OLIVE HILLS, Bloemfontein",9301
"OLIVEDALE, Randburg",2158
"OLIVINE Est/Lgd, Lansdowne",7780
"OLYMPUS, Pretoria",0081
OMAN - Muscat,Z007
"ONDEKKERSPARK, Roodepoort",1709
ONDER-SMOORDRIF,5827
"ONDERPAPEGAAIBERG, Stellenbosch",7600
ONDERSTEPOORT,0110
ONDERSTEPOORT,0110
ONRUS RIVER,7201
ONRUSRIVIER,7201
ONSEEPKANS (Tuesday Only),8892
"ONTDEKKERSPARK, Florida",1709
"ONVERWACHT, Cape Town",7603
"ONVERWACHT, Ellisras",0557
"ONZE MOLEN, Durbanville",7550
"OOS-DRIEFONTEIN, Carleton",2500
"OOS-EINDE, Bloemfontein",9301
"OOS-EINDE, Rustenburg",0300
OOS-LONDEN Busse,5200
OOS-LONDEN Strate,5201
OOS-RAND Busse,1462
"OOS-RAND, Boksburg",1459
"OOSEINDE, DURBAN",4018
"OOSPOORT, Johannesburg",2094
OOSTERMOED,0321
"OOSTERSEE Est/Lgd, Parow",7500
OOSTERVELD,2304
"OOSTERVILLE, Upington",8801
"OPHIRTON, Johannesburg",2091
"OPKOMS, Bloemfontein",9306
OPPERMANS  (Special Only),9987
OPWAG  (Thursday Only),8851
"ORANGE FARM, Vereeniging",1939
ORANGE GROVE Boxes,2119
"ORANGE GROVE, East London",5201
"ORANGE GROVE, Johannesburg",2192
"ORANGIA, Welkom",9459
ORANIA,8752
"ORANJEHOF, Springs",1559
ORANJEKRUIN Boxes,8807
"ORANJEKRUIN, Upington",8800
"ORANJESIG, Bloemfontein",9301
ORANJEVILLE,1995
"ORANJEZICHT, Cape Town",8001
ORCHARD Cape Town,6870
"ORCHARD VILLAGE, Retreat",7945
"ORCHARDS Ext/Uit 2, Pretoria",0002
"ORCHARDS VIEW, Nelspruit/Mbombela",1200
"ORCHARDS, Johannesburg",2192
ORIBI Boxes,3205
ORIBI FLATS,4260
"ORIBI, Pietermaritzburg",3201
"ORIEL, Bedfordview",2008
"ORIENT HEIGHTS, Pietermaritzburg",3201
"ORIENT HILLS, Isipingo",4110
"ORIENT PARK, Isipingo",4110
ORKNEY,2620
ORLANDO Boxes,1803
"ORLANDO EAST, Orlando",1804
ORLANDO Streets,1804
"ORLANDO WEST, Orlando",1804
"ORLANDO-OOS, Orlando",1804
"ORLANDO-WES, Orlando",1804
"ORMONDE & Ext/Uit 1 & 3,",2091
"ORNIHAVEN, Bryanston",2021
"ORPHEN GATE, Hoedspruit",1380
"OSHOEK BORDER POST, Ermelo (Thursday's Only)",2356
OSIZWENI,2952
"OSLO BEACH, Port Shepstone",4240
"OSUMMIT, Randburg",2194
OTHONGATI,4399
"OTTANO, Durban",4001
"OTTAWA, Verulam",4340
OTTERY,7800
OTTERY Boxes,7808
OTTOSDAL,2610
OTTOSHOOP,2866
OUBOSRAND,6303
"OUDE MOLEN, Maitland",7405
"OUDE WESTHOF, Cape Town",7530
"OUDEKRAAL, Cape Town",8001
"OUDEWERFPARK, Parys",9585
"OUDORP, Klerksdorp",2570
"OUDORP, Springs",1559
OUDTSHOORN,6620
"OUPLAAS, Knysna",6570
OUSSOREN LABORATORIES,2520
OUTENIQUASTRAND,6525
OUTER WEST,3670
"OUVOLK (Monday,Wednesday & Friday)",2471
"OVERBAKENS, Port Elizabeth",6070
OVERIJSSEL,0606
"OVERKRUIN, Heidelberg",2400
OVERPORT Boxes,4067
"OVERPORT, Durban",4001
OVISTON,9798
OZWATINI,3476
"PAARDEKRAAL, Krugersdorp",1752
"PAARDEKRAAL, Krugersdorp",1739
"PAARDEKRAAL, Rustenburg",0300
PAARDEN ISLAND,7405
PAARDENEILAND Boxes,7420
"PAARDENEILAND, Maitland",7405
"PAARDEVLEI, Somerset West",7130
PAARL,7646
PAARL Boxes,7620
"PAARL EAST, Paarl",7646
"PAARL-OOS, Paarl",7646
"PAARLSHOOP, Johannesburg",2092
"PAARLVALLEI, Somerset West",7130
"PAARLZICHT, Paarl",7646
"PABALLELO, Upington",8800
PABALLONG (Frieght Dependant),9470
PACALTSDORP,6534
"PACALTSDORP INDUSTRIAL, George",6529
"PACALTSDORP, George",6529
"PADDAVLEI (Monday, Wedensday & Friday)",6970
"PADDOCK (Monday,Wednesday & Friday)",4244
"PADDOCK, Port Shepstone",4240
"PADFIELD PARK, Pinetown",3610
"PAGEVIEW, Johannesburg",2092
PAKISTAN - Karachi,Z007
PAKISTAN - Other Areas,Z007
PALAU,Z009
PALEISHEUWEL,8115
"PALM BEACH, KwaZulu Natal",4275
PALM LAKES,4390
"PALM PARK, Goodwood",7460
"PALM RIDGE, Port Elizabeth",6059
"PALM VIEW, Port Shepstone",4240
"PALMIET, Durban",4001
"PALMIETFONTEIN, Polokwane",0699
"PALMLANDS, Bryanston",2021
"PALMRIDGE, Eden Park",1455
"PALMVIEW, Durban",4051
PAMPIERSTAD (Mondays Only),8566
PANAMA,Z009
PANKOP (Thursday's Only),0414
"PANMURE, East London",5201
PANORAMA Boxes,7506
"PANORAMA GARDENS, Pietermaritzburg",3201
"PANORAMA, Bethlehem",9700
"PANORAMA, Empangeni",3880
"PANORAMA, Kroonstad",9499
"PANORAMA, Parow",7500
"PANORAMA, Worcester",6850
PANSIG Boxes,9465
"PANSIG, Welkom",9459
PAPUA NEW GUINEA - Other Areas,Z009
PAPUA NEW GUINEA - Port Moresby,Z009
"PARADISE BEACH, Jeffreys Bay",6330
"PARADISE Est/Lgd,Newlands",7700
"PARADISE PARK, Rusloo",1468
"PARADISE VALLEY, Pinetown",3610
"PARADISE, Knysna",6570
"PARADYSKLOOF, Stellenbosch",7600
"PARADYSSTRAND, Humansdorp",6300
PARAGUAY - Asuncion,Z009
PARAGUAY - Other Areas,Z009
"PARBEL Est/Lgd, Parow",7500
"PARI PARK, Port Elizabeth",6070
"PARK CENTRAL, Johannesburg",2001
"PARK Est/Lgd, Rondebosch",7700
"PARK HILL, Durban North",4051
"PARK ISLAND, Muizenberg",7945
PARK RYNIE,4182
PARK SOUTH Boxes,1910
"PARK SOUTH, Vanderbijlpark",1911
"PARK VIEW, Plumstead",7800
"PARK WEST, Bloemfontein",9301
"PARKDENE, Boksburg",1459
"PARKDENE, George",6529
PARKER'S DAM,6861
"PARKGATE, Table View",7441
"PARKHAVEN, Boksburg",1459
"PARKHILL GARDENS, Germiston",1401
PARKHURST Boxes,2120
"PARKHURST, Johannesburg",2193
"PARKHURST, Kraaifontein",7570
"PARKLANDS, Cape Town",8001
"PARKLANDS, Johannesburg",2121
"PARKMORE, Johannesburg",2196
"PARKRAND & Ext/Uit 1, Boksburg",1459
"PARKRIDGE, East London",5209
"PARKSIDE, East London",5209
"PARKSIDE, Ladismith ( Mon,Wednesday & Friday only)",6885
"PARKSIDE, Port Elizabeth",6020
"PARKSIDE, Queensburgh",4093
PARKTOWN,2193
"PARKTOWN NORTH, Johannesburg",2193
"PARKTOWN WEST, Johannesburg",2193
"PARKTOWN, Athlone Cape Town",7764
"PARKTOWN, Johannesburg",2193
"PARKTOWN, Pretoria",0084
"PARKTOWN-NOORD, Johannesburg",2193
"PARKTOWN-WES, Johannesburg",2193
"PARKVALE, Queenstown/ Komani",5320
PARKVIEW Boxes,2122
"PARKVIEW VILLAGE, Durbanville",7550
"PARKVIEW, Johannesburg",2193
"PARKVIEW, Mitchells Plain",7785
"PARKWES, Bloemfontein",9301
"PARKWOOD Est/Lgd, Retreat",7945
"PARKWOOD, Johannesburg",2193
PARLEMENT,8007
PARLIAMENT,8007
"PARLOCK, Durban",4051
PAROW,7500
PAROW EAST Boxes,7501
"PAROW EAST, Parow",7500
"PAROW INDUSTRIA,",7490
"PAROW NORTH, Parow",7500
"PAROW-NOORD, Parow",7500
PAROW-OOS Busse,7501
"PAROW-OOS, Parow",7500
PAROW-VALLEI Boxes,7503
"PAROWVALLEI, Parow",7500
"PARSON'S VLEI, Port Elizabeth",6025
"PARSONS HILL, Port Elizabeth/ Gqeberha",6001
"PARSONS RIDGE, Port Elizabeth / Gqeberha",6001
"PARSONSHEUWEL, Port Elizabeth/ Gqeberha",6001
"PARTS INC, Linbro Park",2065
PARYS,9585
PATENSIE,6335
PATERNOSTER,7381
PATERSON (Tuesday's & Friday Only),6130
"PATTERSON PARK, Johannesburg",2192
"PAUL KRUGER RESORT, Springs",1559
"PAUL KRUGEROORD, Springs",1559
PAUL ROUX (Serviced out of Bethlehem) (Tues & Thur,9800
PAULPIETERSBURG,3180
"PAULSHOF Ext/Uit 8, Rivonia",2056
"PAULSHOF, Rivonia",2056
PAULUSWEG,0814
PAVILION,3611
PAYNEVILLE,1565
PEACEHAVEN Boxes,1934
"PEACEHAVEN, Pietermaritzburg",3201
"PEACEHAVEN, Vereeniging",1939
"PEARL RISE, Somerset West",7130
PEARLY BEACH,7220
PEARSTON (Monday's Only),5860
"PEDDIE, Eastern Cape",5640
"PEER'S HILL Est/Lgd, Fish Hoek",7975
"PEERLESS PARK EAST, Kraaifontein",7570
"PEERLESS PARK NORTH, Kraaifontein",7570
"PEERLESS PARK, Kraaifontein",7570
"PEERLESS PARK-00S, Kraaifontein",7570
"PEERLESS PARK-NOORD, Kraaifontein",7570
PEFFERVILLE Boxes,5220
"PEFFERVILLE, East London",5209
"PEKALMY Est/Lgd, Bergvliet",7945
PELGRIMSRUS (Tuesday Only),1290
"PELHAM, Pietermaritzburg",3201
"PELICAN HEIGHTS, Cape Town",7149
"PELICAN PARK, Grassy Park",7945
PELINDABA,0240
PELLA (On request),8891
"PELLISSIER, Bloemfontein",9301
"PELLSRUS, Jeffreys Bay",6330
"PELZVALE ( PETSVALE), Randfontein",1759
"PELZVALE, Randfontein",1760
"PEMMO PARK, Pietersburg",0699
"PENDALE AH, Meyerton",1961
"PENDALE AH, Meyerton",1961
"PENFORD, Uitenhage/ Kariega",6230
"PENHILL PARK, Plumstead",7800
"PENHILL, Eersteriver",7100
"PENINAPARK, Pietersburg",0699
"PENLYN Est/Lgd, Lansdowne",7780
PENNINGTON,4184
"PENQUIN Est/Lgd, Retreat",7945
"PENTAGONPARK, Bloemfontein",9301
"PENTRICH, Pietermaritzburg",3201
PENVAAN,3106
"PENZANCE Est/Lgd, Hout Bay",7800
"PERCELIA Est/Lgd, Johannesburg",2192
PERDEBERG,9936
PERDEKOP (Mondays Only),2465
"PERM GARDENS, Cape Town",7100
